user_uuid,first_name,birthday,city,country,is_new_user
24780,Georges Fabre-Pons,1939-05-09,Guyon-sur-Boulay,Taiwan,True
32511,Pénélope Vallée,1965-06-10,Saint Claudinenec,Vanuatu,True
34067,Jacques Hamon,1956-02-08,Techer,Croatie,True
32354,Pénélope Blin,1958-12-18,Lebrun,Iran,False
33118,Arnaude Collet,2001-01-16,Lebreton-sur-Sanchez,Kirghizistan,False
32918,Louise Paris-Boulanger,1978-09-09,Legros-les-Bains,Arabie saoudite,True
33071,Guy-René Leclerc,1976-07-04,Saint Timothéedan,Turkménistan,False
30290,Élisabeth Leclercq-Pichon,1990-12-06,Dos Santos-la-Forêt,Brésil,True
28274,Éléonore-Denise Lelièvre,1958-10-10,PascalBourg,Jordanie,False
33553,Hugues Bouvier,1953-10-03,Potiernec,Cap Vert,False
31456,Daniel-Eugène Roger,1984-06-01,Jacques,Turks et Caïques (Îles),True
29386,Gilles-Jacques Poulain,1968-06-24,Le Gall,Haïti,False
25393,Nathalie Collin,1932-05-22,Cohen,Égypte,False
31020,Noël Perrot de Gomez,1958-05-31,Galletnec,Azerbaïdjan,False
32214,Benjamin Guibert,1951-02-18,Tessier,Arabie saoudite,True
29384,Nath Blin,1945-08-22,Dupuy,Zambie,True
28551,Odette Marie,1982-06-07,Leduc,Tanzanie,True
27134,Denise Meyer,1963-06-10,Saint Antoine,Angola,True
24526,Anastasie Thierry,1984-11-11,Maillot-sur-Perrot,Cuba,True
30551,Valérie Pierre,1932-01-12,Lefebvre,Madagascar,False
34154,Bernard Joubert,1933-04-21,Colinboeuf,Liechtenstein,False
25092,Matthieu Baudry,1993-04-06,Dumas,Samoa,False
30931,Robert de la Petitjean,1945-10-25,Pineau,Suède,False
25818,Étienne-Théophile Guillot,1967-11-01,Sainte Anne-la-Forêt,Mali,False
28672,Auguste Da Silva de Pons,1967-01-18,Renault-sur-Schneider,Togo,False
26230,Émile Le Morel,1992-04-02,Sainte Stéphanie,Saint-Kitts et Nevis,False
27227,Georges-Emmanuel De Oliveira,1987-08-24,Pichon-sur-Maury,Indonésie,False
30011,Maggie Menard du Blanchard,1961-01-27,Delaunay-sur-Aubert,Singapour,True
30102,Zoé Schneider,1984-08-21,Lebrun,Namibie,False
29001,Arthur Descamps,1954-05-11,Sainte Isabellenec,Saint-Marin (Rép. de),False
24672,Manon Delannoy,1976-02-21,Vaillant,Andorre,True
32787,Michel du Legendre,1990-02-21,Fernandez,Ukraine,False
30254,Théodore Pinto,1947-03-17,Muller,Turquie,True
26211,Corinne Bodin de Wagner,1939-11-21,Sainte Luce,Paraguay,True
31029,Andrée Gaudin,1986-10-28,Torres-la-Forêt,Slovénie,False
32995,William Mary,1935-10-06,Saint Camillenec,Groenland,False
32103,Joseph Le Langlois,1961-10-10,Coulon-sur-Mer,République centrafricaine,False
30313,Olivier Brunel,1952-10-15,Sauvage-sur-Mer,Liechtenstein,False
26895,Geneviève Faure de la Besson,1970-08-15,Durand,Italie,False
26074,Manon Lopes,1991-01-22,Traore-sur-Lombard,Roumanie,True
32402,Jérôme Barre,1942-10-26,Saint Nathalieboeuf,Cuba,False
33424,François Bazin,1993-12-19,Deschamps,Russie,False
31932,Daniel Lévêque,1974-06-28,Fleury-les-Bains,Liban,True
29515,Margot Leroux,1936-10-14,Sainte Antoinedan,Luxembourg,False
24775,Robert Leleu,1988-04-29,Gomes-les-Bains,Turks et Caïques (Îles),False
34316,Michel Petitjean,1949-02-11,Jourdan,Pologne,False
26085,Diane de Fleury,1944-07-31,Lemaître,Irlande,True
24885,Rémy du Bazin,1935-01-20,Vallet-sur-Vaillant,Monaco,False
26465,Timothée Léger du Duval,1985-06-13,LaurentBourg,Irlande,False
28956,Constance Humbert,1993-01-29,Saint Rémyboeuf,Gambie,False
32452,Thibaut Bruneau,1996-01-07,Guillou-sur-Pinto,Palau,False
25980,Benjamin Peron,1961-08-01,Gérard,Libye,True
26471,Grégoire Godard,2000-01-04,Chauvin,Canada,True
29887,Marthe Bouvier,1932-11-17,RogerBourg,Cambodge,True
34065,Marine Vaillant-Turpin,1985-09-09,Marchandboeuf,Antarctique,True
25847,Yves Auger,1960-11-22,Fournierdan,Montserrat,False
30170,Honoré Gosselin,1962-09-15,WeissBourg,Ghana,False
28654,Laetitia Guillaume de la Blanchard,1955-12-25,VaillantBourg,Micronésie (États fédérés de),False
30525,Thierry Robin,1992-01-19,GilletBourg,Guinée-Bissau,True
32879,Guillaume Giraud de la Marin,1964-08-25,Saint Édith,Zaïre,False
25666,Céline Le Gall de la Maurice,1939-07-10,Foucher,Aruba,False
24855,Audrey Perrin,1963-07-09,Sainte Victoire-sur-Mer,Laos,False
27371,Valentine-Andrée De Oliveira,1966-11-10,Lefèvreboeuf,Libéria,True
27665,Adélaïde Bouchet,1958-08-11,Texierboeuf,Madagascar,False
32309,Bertrand Guyot,1956-11-29,Sainte Andrée,Bosnie-Herzégovine,False
27479,Maurice Gomes,1989-06-27,LeclercVille,Pitcairn (Îles),False
24656,Alexandria Dubois,1938-10-31,Navarroboeuf,Macédoine,False
31719,Victor Gomez,1950-12-08,GuyotBourg,Mayotte,True
28974,Michel Seguin,1990-04-03,Giraud,Kazakhstan,True
34362,Xavier Lebreton,1986-12-08,Martel,Sahara Occidental,False
32050,Sabine Launay,1962-09-01,Vincent,Lithuanie,False
29126,Eugène Georges,1950-08-28,Lebrunnec,Luxembourg,False
26507,Adrien Giraud du Louis,1996-06-14,Roger-sur-Leblanc,Kiribati,True
31691,Bernadette-Odette Perez,1936-01-29,Marty-sur-Jacques,Vanuatu,False
25391,Charles de Ledoux,1990-05-05,Gros,Brésil,False
25047,Gilles Maillard du Mahe,1965-12-30,Sainte MichelleBourg,Singapour,False
26858,Jérôme Guillon,2001-01-18,Buisson,Turkménistan,True
29705,Yves Duval,1936-12-27,Bonneau,Géorgie,True
28692,Dominique-Édith Colas,1933-11-22,Raymondboeuf,Panama,True
34127,Thomas Tessier,1989-02-08,Mallet,Syrie,True
24529,Alain Adam,1983-11-16,Martins-la-Forêt,Vierges (Îles),False
32256,Élise Joly,1952-04-11,Brunel,Cuba,True
26834,Christophe Le Leclerc,1999-12-06,Marchal,Ouganda,False
29278,Alix Costa-Devaux,1937-09-20,Lacombe,Pologne,False
32655,Pauline Morvan,1974-02-13,Peron,Jamaïque,True
26523,Agathe Reynaud,1981-09-02,De Oliveira,Géorgie du Sud et Sandwich du Sud (Îles),True
31729,Marcel Le Lebreton,1989-02-15,Parent,Allemagne,True
27611,Benjamin Léger,1950-12-20,Julien,Guyane,True
32035,Dominique Muller-Alexandre,1935-10-01,Garnier-sur-Ruiz,Djibouti,False
27161,Thérèse Tanguy-Valette,1934-02-04,Mace-sur-Mer,Comores,False
25640,Louis-Grégoire Chauvin,1943-09-06,Breton,Mali,False
25880,Audrey Bigot de la Faivre,1933-04-16,Renault,Ouzbékistan,True
32149,Laure-Constance Maillot,1971-01-07,Michel,Allemagne,False
33603,Audrey-Lucy Hamel,1942-03-19,Richard-sur-Léger,El Salvador,True
28682,Sophie Ruiz,1971-08-18,Nguyen,Liban,False
27105,Diane Daniel,1977-03-25,Saint Pierrenec,Rwanda,True
25047,Éléonore Collin-Aubert,1957-04-20,Evrard,Pakistan,False
33862,Martin Payet-Lopez,1984-01-10,Boulanger,Bosnie-Herzégovine,False
34287,Jules Alves,1986-08-15,Weber,Mongolie,False
24834,Luce Payet-Ferrand,1973-02-17,Blanchet,Mariannes du Nord (Îles),True
24736,Adélaïde Labbé,1944-01-26,Pereira,Cambodge,False
29452,Frédéric Deschamps,1967-06-08,Saint Dominique-sur-Mer,Roumanie,True
31941,Caroline Gimenez,1974-01-08,MauriceBourg,Maurice,False
27532,Maurice Petit,1999-09-11,Cordier-sur-Clerc,Ouzbékistan,False
31872,Roland Couturier,1933-11-19,Saint Anne,Macédoine,True
28448,Audrey Gaudin,1980-10-28,Lefebvre-sur-Arnaud,Antarctique,True
26743,Frédéric Hervé,1983-09-16,RousselBourg,Corée du Sud,False
33891,Bernard Jacques,1952-11-24,Schmitt,Saint Pierre et Miquelon,False
32911,Jeanne Philippe-Étienne,1932-12-13,Marques-les-Bains,Costa Rica,True
27473,Élise-Suzanne Bonneau,1987-07-19,Gilles,Cocos (Îles),True
25148,Maggie Carlier,1957-11-02,Fontaine,Suisse,False
34537,Zacharie Julien Le Verdier,1933-11-02,Bonneau,Qatar,False
28382,Alexandre-Laurent Rodriguez,1969-01-27,Lefèvrenec,Groenland,True
33606,Claude Gallet,2001-01-25,CoulonVille,Iran,False
27066,Gabrielle Descamps,1946-07-17,Millet-sur-Mer,Israël,False
33782,Laure Arnaud,1985-12-15,Leroux,Chili,False
31168,Monique Chartier du Teixeira,1963-10-12,DijouxVille,Nauru,True
24640,Marthe Klein,1960-07-14,Salmon,Pitcairn (Îles),True
31119,Lorraine Coulon,1986-05-01,HardyBourg,Inde,False
34509,Marthe Bouvet,1994-11-20,Poulain-sur-Da Costa,Antarctique,True
34323,Gabrielle de la Pires,1944-01-31,DevauxBourg,Vatican (Etat du),False
25688,Sophie-Louise Alves,1986-06-19,Fouquet,Canada,False
26827,Martin Rodrigues,1998-12-11,Sainte Isaac-les-Bains,Niue,False
32424,Olivier Marchal,1991-07-09,Leroux,Cayman (Îles),True
29224,Christophe Roux,1975-01-01,Sainte Henriette,Groenland,True
27569,Julien Colin,1979-08-19,Coulon,Burundi,False
34448,Raymond Maurice,1957-09-26,Huet-sur-Mer,Liechtenstein,False
31659,René Pages de la Bourdon,1956-12-21,Mary-la-Forêt,Géorgie du Sud et Sandwich du Sud (Îles),True
31499,Inès Guilbert,1939-09-12,SanchezVille,Turquie,False
32054,Stéphane Legrand de Cousin,1960-09-07,Lerouxnec,Ukraine,True
30019,Grégoire du Verdier,1977-01-19,Hubert-sur-Lamy,Sainte Hélène,False
32297,Théodore Costa-Lebrun,1943-03-05,DiazVille,Sri Lanka,False
34468,Élise-Gabrielle Merle,1947-05-18,Sainte Astrid-la-Forêt,Timor,False
26868,Élodie Lesage,1981-06-23,Henry-sur-Raymond,Bangladesh,True
26339,Roland Le Gall,1939-11-19,Saint Thomasdan,Honduras,True
33975,Jeanne Rémy,1937-08-15,Pages-sur-Mer,Corée du Nord,False
30101,Nath Leclerc,1979-06-09,Sainte Alfreddan,Tchad,False
25828,Corinne Grenier,1974-05-29,Saint Lucydan,Gibraltar,False
26558,Pierre Bruneau,1979-09-20,DumasBourg,Marshall (Îles),True
32392,Colette Georges,1981-11-24,Sainte Anaïs,Tuvalu,True
33488,Pierre Bouchet-Maillet,1980-06-26,LebrunBourg,Féroé (Îles),True
28929,Christelle Paris de la Hervé,1989-09-28,ChauvetVille,Papouasie-Nouvelle-Guinée,True
32874,Édouard Robin,1937-03-22,Simon-sur-Traore,Turks et Caïques (Îles),False
25707,Isaac-Jules Arnaud,1999-06-17,Martins,Côte d'Ivoire,True
33339,Roland-Christophe Maurice,1943-09-16,Jacques-sur-Riou,Vierges (Îles),False
25626,Grégoire Lemoine,1980-12-12,Sainte Marcel-la-Forêt,Rép. Dém. du Congo,False
32218,Claudine Rousseau de Legros,1948-02-04,Laroche,Aruba,True
30093,Cécile Besson de la Léger,1937-05-04,Vasseur,Albanie,False
33220,Margaux Ferreira-Maréchal,1983-07-20,Salmon-sur-Da Costa,Arménie,True
24509,Thomas Guillaume,1939-05-17,Saint Madeleine,Angola,False
26329,Dominique du Boyer,1976-03-01,Lelièvre,Turquie,False
28695,Thierry Faure,1991-10-06,Lemaître,Polynésie française,False
32428,Joséphine Roger-Bouvet,1963-10-01,Sainte Josette-les-Bains,Turks et Caïques (Îles),True
26621,Nicolas-Matthieu Gomez,1988-12-12,Roux,Somalie,False
29877,Augustin-Émile Durand,1964-07-08,Dupré,Vatican (Etat du),False
25617,David Benard,1995-10-19,Sainte ÉmileVille,Dominique,True
30888,Aimé du Guilbert,1965-03-16,Saint Pauline,Kirghizistan,True
29510,Thomas Maillard Le Gomez,1975-05-31,Lemoine,Malaisie,True
33536,William Lefèvre Le Monnier,1974-02-05,Parent,Bangladesh,False
34217,Alain Barthelemy,1992-06-13,Perez-sur-Evrard,Égypte,False
31082,Constance Techer,1961-03-20,Saint Jacqueline-les-Bains,Roumanie,True
27583,Alexandre Bonnet,1967-11-07,Marques-sur-Leclerc,Pays-Bas,False
32980,Roland Lebon,1962-02-08,Fontaine,Maroc,False
33480,William Leconte,1970-04-13,Saint Daniel-la-Forêt,Territoire britannique de l'océan Indien,True
26834,Claude Jacob-Bernard,1983-01-07,FernandesVille,Suisse,False
27938,Alice de la Becker,1953-06-03,Renault,Kazakhstan,False
33440,Marie Perrin,1945-09-21,Coulon,Martinique,False
26520,Georges-William Rodrigues,1977-01-10,Lemonnier,Inde,True
34307,Christine Gaillard,1933-06-14,Leclercq-sur-Morel,Costa Rica,True
31097,Andrée Vasseur de Da Costa,1987-12-22,Sainte Jérôme,Haïti,True
28049,Eugène Lefebvre,1999-01-02,Saint Olivier-la-Forêt,Maurice,False
31140,Christine Colin du Lagarde,1959-12-16,Grégoire,République tchèque,True
25563,Alain Paul,1988-10-23,Diaz,Tuvalu,False
29054,Emmanuelle Marques,1951-08-08,Saint Gérard-les-Bains,Antarctique,False
30663,Jacqueline Gomez,1972-08-03,Saint Gilbert,Yemen,True
32110,Laurent Lemaire,1968-08-11,Pages-sur-Martins,Îles Mineures Éloignées des États-Unis,True
28004,Étienne Pons,1971-08-13,Bourgeois,Gabon,True
32675,André Baudry,1960-05-24,Sainte Marthe,Madagascar,True
30544,Marcelle Laurent Le Charrier,1993-07-19,JolyVille,Yougoslavie,True
29770,Audrey Hamon-Fleury,1988-03-11,Da Costa,Sierra Leone,False
33221,Laurent Ollivier,1967-01-29,Berger-la-Forêt,Brésil,True
34343,Raymond Gros-Pineau,1988-02-20,Joseph,Islande,False
31226,François Allard,1940-02-26,Guilletboeuf,Christmas (Île),False
30732,Vincent-Gilbert Guérin,1965-08-12,Saint Céciledan,Yemen,False
30823,Luc-Léon Pasquier,1952-04-07,Richard,Hongrie,True
33002,Alice Guilbert,1975-12-26,Camus-les-Bains,Gibraltar,True
29294,Alain Étienne-Gomes,1988-07-24,Rollandboeuf,Maroc,False
24520,Aimé Moreau Le Colin,1944-01-16,Thomas,Guam,True
28214,Alice Riou,1990-05-04,Saint ColetteVille,Vanuatu,True
24507,Olivier Dupont,1994-05-10,Saint MatthieuVille,Ukraine,True
28043,Geneviève Texier,1939-02-08,Benard-sur-Mer,Sénégal,False
33270,Sylvie Chevalier,1935-10-02,Sainte Jérôme,Dominique,False
28789,Thomas Deschamps,1970-07-22,Weiss,Slovaquie,True
29307,Véronique Payet,1991-11-02,Pauldan,Islande,False
30948,Anaïs Carre,1965-08-24,Buisson,Irlande,True
26255,Françoise Valette,1993-01-05,Costaboeuf,Mariannes du Nord (Îles),False
26942,Caroline Gomez,1932-01-31,JacobBourg,Panama,False
24684,Raymond Evrard-Bernard,1953-06-01,Mathieu,Norvège,True
33001,Marc-Éric Leroux,1964-01-06,Sainte Léonboeuf,Angola,False
28291,Franck Becker,1939-05-28,Saint Théophile,République centrafricaine,True
24817,Marie-Capucine Perret,1982-09-04,Nguyen,Albanie,False
25809,Sébastien Courtois,1987-06-25,Pierre,Corée du Nord,False
30732,Matthieu de Ramos,1972-03-03,Schneider,Botswana,True
34535,Nicole Ferrand,1959-08-25,Saint Franck,Uruguay,True
33795,Marie Blanchet-Gaillard,1973-05-10,Jacob-les-Bains,Burkina Faso,False
25292,Philippe du Guichard,1961-05-23,ReyBourg,Tuvalu,True
25177,Jules Dijoux,1935-08-31,Blondel-les-Bains,Bangladesh,False
30071,Gérard Martins,1993-09-25,Samson-la-Forêt,Falkland (Île),False
28476,Zacharie Lemonnier,1938-02-11,Saint Sophie-la-Forêt,Pays-Bas,True
26461,Anastasie Masse,1955-04-21,Germain,Niue,False
29022,Andrée-Astrid Leclercq,1947-11-17,Faure,Nicaragua,True
26388,Noémi Raymond,1962-02-07,Alexandre-la-Forêt,Togo,False
26678,Laurence Alves-Leblanc,1979-11-07,Sainte Agnès,Territoires français du sud,True
26718,Patrick Bègue-Marchal,1944-08-10,Sainte AlexandreBourg,Bahamas,True
33190,Xavier Lopes,1962-06-10,GuyonBourg,Pitcairn (Îles),False
27343,Éléonore Teixeira,1970-12-01,Delaunay-sur-Maury,Jamaïque,True
32985,Gérard du Chartier,1992-09-23,Potier-sur-Mer,Yemen,True
29073,Nath Caron,1972-09-25,Jacob,Finlande,False
25213,Renée Ribeiro,1959-04-10,Martel,Bermudes (Les),True
29275,Édith Guichard,1971-10-18,Guyon,Afrique du sud,True
27139,Émile Marion,1977-12-04,Marques-les-Bains,Royaume-Uni,False
34141,Louis Royer,1985-02-21,HernandezBourg,Cuba,False
24685,Alfred Ruiz,1960-12-18,Chauvet-sur-Seguin,Aruba,True
25655,Danielle Blanc,1935-12-03,Renard,Grenade,True
32395,Patricia Le Becker,1967-04-20,Bourdon-sur-Normand,Cap Vert,True
25527,Olivier Guichard,1944-11-17,Dijoux,Nicaragua,True
30174,Daniel Maurice-Collet,1983-12-22,Gaudin-la-Forêt,Turks et Caïques (Îles),True
30380,Adrien Moreau,1952-02-03,Petitjean,Libéria,True
32795,André François,1945-07-25,Laportedan,Iran,False
27498,Aimé Leclerc,2001-10-02,Allain-sur-Charpentier,Sainte Hélène,False
24804,Adrienne Lejeune,1976-09-13,Perret,Croatie,False
34139,Luc Rousset,1946-08-26,Verdier,Samoa,True
34110,Thibaut Perez,1942-11-02,Samson,Tadjikistan,False
30155,Gilles Riou,1945-06-11,Ramos,Kirghizistan,False
26751,Thibaut Perez,1998-02-07,Julien,Afrique du sud,True
32026,Clémence Rey,1989-08-21,Brunelnec,Albanie,True
34486,Pierre Denis,1941-08-18,Rey,Philippines,True
27447,Jean Weber,1948-08-06,Marchal,Anguilla,False
27277,Denise Lejeune,1951-09-10,PotierBourg,Mauritanie,False
34093,Marine Hubert,1969-02-06,Marion,Bosnie-Herzégovine,False
32929,Adrien Gillet,1939-06-08,Turpin-les-Bains,Namibie,True
29512,Aimé Caron,1943-02-13,Grégoire,Botswana,True
25462,Franck Ruiz,1984-08-04,Albert-sur-Gaudin,Danemark,True
26917,Patrick Clément,2000-02-24,Marion,Dominique,False
25485,Susan Lamy,1960-08-06,Saint Jacques,Namibie,True
32130,Zacharie Chrétien,1985-09-30,NormandBourg,Monaco,True
27225,Roland Chartier-Lefort,1950-09-13,Bouvet,Ukraine,True
28367,Alain Colas,1938-01-12,GuichardVille,Samoa,True
31359,Colette Alexandre,1972-10-02,Goncalvesboeuf,Sri Lanka,False
31828,Paul Renard-Martinez,1959-05-04,Sainte Joséphine-les-Bains,Haïti,False
26609,Monique Lecoq,1973-05-06,Sainte Jean-la-Forêt,Bangladesh,False
32293,Adélaïde Joseph,1938-10-13,Legendre,Macau,True
32361,Pénélope Munoz,1936-08-14,Bourdon-la-Forêt,Saint Pierre et Miquelon,False
32355,Patrick Texier,1950-06-07,Klein-la-Forêt,Thailande,False
31242,Emmanuel Foucher-Deschamps,1977-06-23,Gaydan,Burkina Faso,True
30831,Pénélope Chartier,1938-07-12,Blondel,Afghanistan,False
28057,Laurent Sauvage,1959-09-20,Techer-sur-Gilbert,Anguilla,False
27666,Yves Leroux,1946-04-05,BousquetVille,Irak,False
32703,Thibaut Lopes,1960-07-13,Saint Laurence,Cook (Îles),False
33999,Yves Delattre de Lemaire,1973-04-29,Saint Louis,Géorgie,True
31628,Roger-Théophile Pascal,1997-10-20,Louis,Saint Pierre et Miquelon,False
31851,Arnaude Joly,1983-06-26,Lebondan,Afghanistan,True
31117,Aurore-Agathe Rodriguez,1950-11-27,Perret,Égypte,True
26761,Alphonse Bouvet,1943-12-26,Rey,Croatie,False
31102,Olivie Marchand,1984-11-24,Daniel,Saint Vincent et les Grenadines,False
28628,Nathalie Paul,1957-05-04,Garnier-sur-Barbier,Allemagne,False
32118,Isaac Robert,1965-06-30,Colin-sur-Leroux,La Barbad,False
32809,Nathalie Turpin-Seguin,1934-10-31,Collin,Samoa,True
26641,Anaïs Hebert,1946-02-16,Sainte Anne,Iran,True
27469,Stéphane Goncalves,1934-06-19,Aubert,Guinée Equatoriale,False
29909,Joseph Buisson,1986-07-02,Valette,Corée du Sud,False
27020,Jacqueline de la Regnier,1973-11-13,Gilles,Îles Mineures Éloignées des États-Unis,False
26281,Thierry Lacombe Le Simon,2000-06-03,Garcia,Vierges britanniques (Îles),True
25271,Laurent-Gilbert Dijoux,1973-06-14,VerdierVille,Géorgie du Sud et Sandwich du Sud (Îles),False
26053,Bernard Le Mace,1948-02-22,Denis-sur-Sanchez,Mongolie,True
30226,Jérôme Chauvin,1970-03-28,Devaux,Samoa,False
27064,Margaud Reynaud,1966-08-06,Rodriguesdan,Turkménistan,True
33778,Noël Fournier-Lévêque,1946-11-23,Renard,République tchèque,False
26707,Rémy Pasquier,1935-08-24,BoyerBourg,Costa Rica,True
33179,Gilbert Hernandez,1957-03-07,Saint François,Pérou,False
25233,Dorothée Blanchard,1940-06-13,Sainte Théodoredan,Émirats arabes unis,False
29260,Aurore Pineau du Samson,1964-07-19,Alves,Uruguay,True
27764,Gérard Pascal,1958-04-13,Saint Auguste,Pologne,True
30010,Nathalie Garnier-Alexandre,1955-07-29,Delahayenec,Saint Vincent et les Grenadines,False
33607,Alfred Le Berger,1998-09-29,Neveuboeuf,Équateur,True
27718,Maryse Lemonnier-Charles,1999-08-24,Martinezdan,Niue,False
31162,Claude Guyon du Paul,1939-10-18,Georges-sur-Gomez,La Barbad,True
33589,Léon du Baudry,1951-07-18,Pascal-les-Bains,Biélorussie,False
34499,Christelle Rodrigues,1945-04-14,Meyer-sur-Mer,Corée du Nord,False
27717,Aurore Maréchal,1960-04-12,Guérinnec,Russie,False
27490,Nathalie Guilbert,1958-11-05,Valette,Irlande,True
30711,Jules Robert,1962-07-25,Guyon,Porto Rico,False
29127,Zoé Martins,1998-09-12,FournierVille,Turquie,True
31060,Gilles Guilbert du Peron,1984-11-12,Collet-sur-Legrand,Papouasie-Nouvelle-Guinée,False
26210,Véronique Gonzalez de Perret,1993-10-22,Bertin,Malaisie,False
29234,Louis Hamel du Bouvier,1967-03-05,Mathieudan,Kirghizistan,True
24886,Aurore de la Carre,1948-03-23,Vallet,République Dominicaine,False
30911,Stéphane Lecoq de Maillot,1981-03-26,BarbeVille,Martinique,True
34161,Gérard Barthelemy,1993-05-22,Martel,Cocos (Îles),True
32996,Xavier Raymond,1966-10-17,Saint William-la-Forêt,Singapour,False
27086,Christiane Poirier de Da Silva,1952-04-30,Robert,Iran,False
28385,Maggie Raynaud,1964-08-24,Hamon,Suriname,True
26740,Jeannine Lombard,1962-05-29,Dupontdan,Indonésie,True
33652,Christiane Evrard,1989-07-30,Saint Étiennenec,Libéria,False
31234,Théodore-Olivier De Oliveira,1963-04-02,Blot,Botswana,True
29082,Valérie Lemonnier du Gaillard,1987-11-29,Laurent,Irak,False
34502,Thibaut-Gérard Pottier,2002-01-01,Vaillant,Cook (Îles),False
27992,Olivier-David Jacquot,1991-01-16,Meyer,Érythrée,False
26180,Astrid Barthelemy,1964-11-29,Dumont-sur-Tanguy,Heard et McDonald (Îles),False
25952,Renée Mathieu,1974-06-07,Antoineboeuf,Territoires français du sud,False
29234,Virginie Charles-Clerc,1958-08-06,Lévêque-la-Forêt,Heard et McDonald (Îles),False
29493,Isaac Martins de la Marion,1973-02-17,Carpentierboeuf,Venezuela,True
33188,Hugues Collet,1998-10-28,Valette,Cayman (Îles),True
32159,Victor-Christophe Gaudin,1987-02-07,Carlier,Kirghizistan,False
34083,Marthe Le Delorme,1968-08-22,Sainte Anne,Macau,True
28338,Alfred Perez,1973-09-16,Étienne-la-Forêt,Fidji (République des),True
31208,Roland Toussaint-Meyer,1996-10-10,Benardboeuf,Andorre,True
27294,Luce Gros-Grondin,1984-12-01,Saint Agathe-les-Bains,Grenade,False
29296,Nicolas-Alain Gérard,1948-03-23,Blanc,Belize,True
32671,Marie Blanc-Roger,1973-03-10,Colinboeuf,Antarctique,False
25110,Gilbert Delahaye,1990-02-20,NguyenBourg,Taiwan,True
27694,Laure Couturier,1940-06-03,Leleu,Vierges britanniques (Îles),True
28145,Denise-Audrey Couturier,1969-01-19,Lopesdan,Dominique,False
30144,Arnaude-Élise Bousquet,1941-06-22,Sainte Laurent,El Salvador,False
31622,Zoé Paul-Sanchez,1975-11-27,Millet,Biélorussie,True
27451,Alexandrie Humbert,1949-11-20,Lefort-sur-Hoareau,Vierges (Îles),False
27524,Gilles de la Maillet,1978-01-29,Guyonboeuf,Tunisie,True
25216,Josette Costa-Vincent,1965-12-04,Sainte Guydan,Territoires français du sud,True
28272,Élodie Evrard-Briand,1940-07-25,Roche-les-Bains,Malawi,False
31559,Jean Rousseau,1983-12-14,Piresdan,Territoire britannique de l'océan Indien,False
27896,Isabelle Gautier,1968-09-29,Hoarau,Trinité et Tobago,True
30903,Anne Boyer de la Labbé,1944-12-15,TeixeiraVille,Koweit,True
31702,Xavier De Oliveira,1990-05-13,Lefèvre-sur-Munoz,Bolivie,True
25191,Julien de Durand,1941-12-07,Baron-les-Bains,Kazakhstan,True
30501,Denis du Laporte,1941-11-02,Sainte Brigitte,Azerbaïdjan,False
27070,Édouard Duhamel,1971-12-21,Perrotboeuf,Cameroun,True
24632,Michèle Descamps,1973-08-15,Marques-sur-Lacroix,Gambie,True
27996,Adrien Buisson,1990-01-06,MaréchalVille,Slovaquie,False
29556,Thierry Le Fabre,1984-11-28,Albert,Monaco,False
25529,Astrid Mary,1956-04-02,Regnier,Haïti,False
29011,Claudine Gauthier,1946-06-23,Barthelemy,Tanzanie,True
25179,Arnaude Labbé,1976-05-12,MaryBourg,Saint-Kitts et Nevis,False
33350,Noël Laine,1946-07-13,Guilbert,Malawi,False
27317,Marthe-Océane Hamel,1980-10-13,Louis,Soudan,False
27690,Maggie Rolland,1946-02-10,Sainte Suzanne,Zaïre,True
29703,Adèle Lecoq,1964-11-27,Humbertdan,Venezuela,True
31146,Thibaut Paul,1988-01-17,Sainte Maggieboeuf,Gibraltar,True
24544,Thibaut Prévost,1993-03-20,Mendès,São Tomé et Príncipe (Rép.),False
26778,Victor Hoarau,1943-01-24,Rémydan,Corée du Nord,False
28415,Christine Marie-Cordier,1989-03-17,Sainte MartinVille,La Barbad,True
28430,Michelle de la Alves,1990-12-07,Delannoy,Guinée-Bissau,False
33238,Brigitte Laroche,1947-10-08,Saint Margot,Mariannes du Nord (Îles),True
29403,Christophe Aubry,1958-10-20,Gérard-la-Forêt,Nepal,False
33792,Jules Guyot,1966-01-22,Barre,Jordanie,False
30513,Sylvie Descamps,1998-04-02,Boulay-sur-Gros,Portugal,True
28013,René Launay,1932-05-03,Baron-sur-Prévost,Géorgie,False
27555,Marie Chauvet de la Rivière,1949-05-21,Marty-sur-Mer,Arabie saoudite,True
29742,Gabriel Moreno,1968-06-28,Carlier-sur-Mer,Suède,False
33233,Aimé Benard,1958-07-25,Jourdan,Lithuanie,True
32258,Antoine Le Laine,1997-01-30,Neveu,Luxembourg,False
27338,Étienne Dumas,1975-10-14,Lefebvre,Équateur,True
26044,Emmanuelle Barbier,1973-10-24,BourgeoisBourg,Allemagne,False
29238,Charlotte Caron,1991-03-05,Lemaître,Géorgie,False
30564,Juliette Petitjean,1971-09-18,Sainte Bernadette,Sahara Occidental,True
28621,Zoé Gallet,1971-03-02,Denis,Turquie,True
30772,Élisabeth Lacroix,1952-04-28,Faivre,Kirghizistan,True
30374,Émile Girard,1974-08-07,Georges-la-Forêt,Antigua et Barbuda,False
27741,Nathalie-Manon Fleury,1966-11-15,Valette,Norfolk (Îles),True
27713,Maurice Godard,1935-02-14,Hamon,Fidji (République des),False
